Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Code,License Type,Indicator Name,Short definition,Long definition,Source,Topic,Unit of measure,Periodicity,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,General comments,Notes from original source,Related source links,License URL
SI.POV.DDAY,CC BY-4.0,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty headcount ratio at $2.15 a day is the percentage of the population living on less than $2.15 a day at 2017 international prices.,"Poverty headcount ratio at $2.15 a day is the percentage of the population living on less than $2.15 a day at 2017 purchasing power adjusted prices. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.","World Bank, Poverty and Inequality Platform. Data are based on primary household survey data obtained from government statistical agencies and World Bank country departments. Data for high-income economies are mostly from the Luxembourg Income Study database. For more information and methodology, please see http://pip.worldbank.org.",Poverty: Poverty rates,%,Annual,,"International comparisons of poverty estimates entail both conceptual and practical problems. Countries have different definitions of poverty, and consistent comparisons across countries can be difficult. Local poverty lines tend to have higher purchasing power in rich countries, where more generous standards are used, than in poor countries.

Since World Development Report 1990, the World Bank has aimed to apply a common standard in measuring extreme poverty, anchored to what poverty means in the world's poorest countries. The welfare of people living in different countries can be measured on a common scale by adjusting for differences in the purchasing power of currencies. The commonly used $1 a day standard, measured in 1985 international prices and adjusted to local currency using purchasing power parities (PPPs), was chosen for World Development Report 1990 because it was typical of the poverty lines in low-income countries at the time. As differences in the cost of living across the world evolve, the international poverty line has to be periodically updated using new PPP price data to reflect these changes. The last change was in September 2022, when we adopted $2.15 as the international poverty line using the 2017 PPP. Poverty measures based on international poverty lines attempt to hold the real value of the poverty line constant across countries, as is done when making comparisons over time. The $3.65 poverty line is derived from typical national poverty lines in countries classified as Lower Middle Income. The $6.85 poverty line is derived from typical national poverty lines in countries classified as Upper Middle Income.

Early editions of World Development Indicators used PPPs from the Penn World Tables to convert values in local currency to equivalent purchasing power measured in U.S dollars. Later editions used 1993, 2005, and 2017 consumption PPP estimates produced by the World Bank. The current extreme poverty line is set at $2.15 a day in 2017 PPP terms, which represents the mean of the poverty lines found in 15 of the poorest countries ranked by per capita consumption. The new poverty line maintains the same standard for extreme poverty - the poverty line typical of the poorest countries in the world - but updates it using the latest information on the cost of living in developing countries. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.

The statistics reported here are based on consumption data or, when unavailable, on income surveys.","The World Bank Group is committed to reducing extreme poverty to 3 percent or less, globally, by 2030. Monitoring poverty is important on the global development agenda as well as on the national development agenda of many countries. The World Bank produced its first global poverty estimates for developing countries for World Development Report 1990: Poverty (World Bank 1990) using household survey data for 22 countries (Ravallion, Datt, and van de Walle 1991). Since then there has been considerable expansion in the number of countries that field household income and expenditure surveys.","Despite progress in the last decade, the challenges of measuring poverty remain. The timeliness, frequency, quality, and comparability of household surveys need to increase substantially, particularly in the poorest countries. The availability and quality of poverty monitoring data remains low in small states, countries with fragile situations, and low-income countries and even some middle-income countries. The low frequency and lack of comparability of the data available in some countries create uncertainty over the magnitude of poverty reduction. 

Besides the frequency and timeliness of survey data, other data quality issues arise in measuring household living standards. The surveys ask detailed questions on sources of income and how it was spent, which must be carefully recorded by trained personnel. Income is generally more difficult to measure accurately, and consumption comes closer to the notion of living standards. And income can vary over time even if living standards do not. But consumption data are not always available: the latest estimates reported here use consumption data for about two-thirds of countries.

However, even similar surveys may not be strictly comparable because of differences in timing or in the quality and training of enumerators. Comparisons of countries at different levels of development also pose a potential problem because of differences in the relative importance of the consumption of nonmarket goods. The local market value of all consumption in kind (including own production, particularly important in underdeveloped rural economies) should be included in total consumption expenditure but may not be. Most survey data now include valuations for consumption or income from own production, but valuation methods vary.",The World Bank’s internationally comparable poverty monitoring database now draws on income or detailed consumption data from more than 2000 household surveys across 169 countries. See the Poverty and Inequality Platform (PIP) for details (www.pip.worldbank.org).,,"World Bank, Poverty and Inequality Platform: https://pip.worldbank.org/",https://datacatalog.worldbank.org/public-licenses#cc-by
SH.XPD.CHEX.GD.ZS,CC BY-4.0,Current health expenditure (% of GDP),,"Level of current health expenditure expressed as a percentage of GDP.  Estimates of current health expenditures include healthcare goods and services consumed during each year. This indicator does not include capital health expenditures such as buildings, machinery, IT and stocks of vaccines for emergency or outbreaks.","World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 15, 2024.",Health: Health systems,,Annual,Weighted average,"The health expenditure estimates have been prepared by the World Health Organization under the framework of the System of Health Accounts 2011 (SHA 2011).  The Health SHA 2011 tracks all health spending in a given country over a defined period of time regardless of the entity or institution that financed and managed that spending. It generates consistent and comprehensive data on health spending in a country, which in turn can contribute to evidence-based policy-making.","Strengthening health financing is one objective of Sustainable Development Goal 3 (SDG target 3.c).  The levels and trends of health expenditure data identify key issues such as weaknesses and strengths and areas that need investment, for instance additional health facilities, better health information systems, or better trained human resources.  Health financing is also critical for reaching universal health coverage (UHC) defined as all people obtaining the quality health services they need without suffering financial hardship (SDG 3.8).  The data on out-of-pocket spending is a key indicator with regard to financial protection and hence of progress towards UHC.",,,The World Health Organization (WHO) has revised health expenditure data using the new international classification for health expenditures in the revised System of Health Accounts (SHA 2011).  WHO’s Global Health Expenditure Database in this new version is the reference source for health expenditure for international comparison imbedded in a standardized framework.  The SHA 2011 clarifies the financing mechanisms and introduces new dimensions which improve the comparability of health expenditures in the perspective of universal health coverage.,,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.XPD.OOPC.PC.CD,CC BY-4.0,Out-of-pocket expenditure per capita (current US$),,Health expenditure through out-of-pocket payments per capita in USD.  Out of pocket payments are spending on health directly out of pocket by households in each country.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 15, 2024.",Health: Health systems,,Annual,Weighted average,"The health expenditure estimates have been prepared by the World Health Organization under the framework of the System of Health Accounts 2011 (SHA 2011).  The Health SHA 2011 tracks all health spending in a given country over a defined period of time regardless of the entity or institution that financed and managed that spending. It generates consistent and comprehensive data on health spending in a country, which in turn can contribute to evidence-based policy-making.","Strengthening health financing is one objective of Sustainable Development Goal 3 (SDG target 3.c).  The levels and trends of health expenditure data identify key issues such as weaknesses and strengths and areas that need investment, for instance additional health facilities, better health information systems, or better trained human resources.  Health financing is also critical for reaching universal health coverage (UHC) defined as all people obtaining the quality health services they need without suffering financial hardship (SDG 3.8).  The data on out-of-pocket spending is a key indicator with regard to financial protection and hence of progress towards UHC.",,,The World Health Organization (WHO) has revised health expenditure data using the new international classification for health expenditures in the revised System of Health Accounts (SHA 2011).  WHO’s Global Health Expenditure Database in this new version is the reference source for health expenditure for international comparison imbedded in a standardized framework.  The SHA 2011 clarifies the financing mechanisms and introduces new dimensions which improve the comparability of health expenditures in the perspective of universal health coverage.,,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.XPD.OOPC.CH.ZS,CC BY-4.0,Out-of-pocket expenditure (% of current health expenditure),,Share of out-of-pocket payments of total current health expenditures.  Out-of-pocket payments are spending on health directly out-of-pocket by households.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 15, 2024.",Health: Health systems,,Annual,Weighted average,"The health expenditure estimates have been prepared by the World Health Organization under the framework of the System of Health Accounts 2011 (SHA 2011).  The Health SHA 2011 tracks all health spending in a given country over a defined period of time regardless of the entity or institution that financed and managed that spending. It generates consistent and comprehensive data on health spending in a country, which in turn can contribute to evidence-based policy-making.

Aggregations are weighted by total current health expenditure (not by population).","Strengthening health financing is one objective of Sustainable Development Goal 3 (SDG target 3.c).  The levels and trends of health expenditure data identify key issues such as weaknesses and strengths and areas that need investment, for instance additional health facilities, better health information systems, or better trained human resources.  Health financing is also critical for reaching universal health coverage (UHC) defined as all people obtaining the quality health services they need without suffering financial hardship (SDG 3.8).  The data on out-of-pocket spending is a key indicator with regard to financial protection and hence of progress towards UHC.",,,The World Health Organization (WHO) has revised health expenditure data using the new international classification for health expenditures in the revised System of Health Accounts (SHA 2011).  WHO’s Global Health Expenditure Database in this new version is the reference source for health expenditure for international comparison imbedded in a standardized framework.  The SHA 2011 clarifies the financing mechanisms and introduces new dimensions which improve the comparability of health expenditures in the perspective of universal health coverage.,,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.UHC.NOP1.ZS,CC BY-4.0,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),"Impoverishing health spending, 2.15$ (%)","This indicator shows the fraction of a country’s population experiencing out-of-pocket health impoverishing expenditures, defined as expenditures without which the household they live in would have been above the $ 2.15 poverty line, but because of the expenditures is below the poverty line. Out-of-pocket health expenditure is defined as any spending incurred by a household when any member uses a health good or service to receive any type of care (preventive, curative, rehabilitative, long-term or palliative care); provided by any type of provider; for any type of disease, illness or health condition; in any type of setting (outpatient, inpatient, at home).",Global Health Observatory. Geneva: World Health Organization; 2023. (https://www.who.int/data/gho/data/themes/topics/financial-protection),Health: Universal Health Coverage,,Annual,Weighted average,"Out-of-pocket payments are those made by people at the time of getting any type of service (preventive, curative, rehabilitative, palliative or long-term care) provided by any type of provider. They include cost-sharing (the part not covered by a third party like an insurer) and informal payments, but they exclude insurance premiums. Out-of-pocket payments exclude any reimbursement by a third party, such as the government, a health insurance fund or a private insurance company. Out-of-pocket payments are defined as catastrophic at the 10% (25%) threshold when they represent 10% (25%) or more of household total consumption or income. They are defined as impoverishing if they push household consumption or income below the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines or the relative poverty line of 60% of median consumption, or if they are incurred by households already living under the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines or the relative poverty line of 60% of median consumption.","Financial protection in health is one of two dimensions of Universal Health Coverage (UHC) which is defined as all people being able to access the health services they need without facing financial hardship. As Sustainable Development Goal (SDG) indicator 3.8.2, financial protection forms part of SDG Target 3.8 (UHC) and directly relates to SDG 3 (Ensure healthy lives and promote well-being for all at all ages) and SDG 1 (End poverty in all its forms everywhere). As a component of UHC, it is key to improving the well-being of a country’s population, an investment in human capital and a foundational driver of inclusive and sustainable economic growth and development.",,This indicator is related to Sustainable Development Goal 3.8.2 [https://unstats.un.org/sdgs/metadata/].,"1. For the aggregated data, World Bank’s historical income classification that was based on data from each respective year was used.  For example, the FY2002 income classification based on the 2000 GNI per capita was used for the 2000 aggregates, the FY2007 income classification based on the 2005 GNI per capita was used for the 2005 aggregates, and so on.

2. For details of the definition for out-of-pocket health spending, please see the following publication:   World Health Organization and World Bank. 2021. Global Monitoring Report on Financial Protection in Health 2021.",,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.UHC.NOP2.ZS,CC BY-4.0,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),"Impoverishing health spending, 3.65$ (%)","This indicator shows the fraction of a country’s population experiencing out-of-pocket health impoverishing expenditures, defined as expenditures without which the household they live in would have been above the $3.65 poverty line, but because of the expenditures is below the poverty line.  Out-of-pocket health expenditure is defined as any spending incurred by a household when any member uses a health good or service to receive any type of care (preventive, curative, rehabilitative, long-term or palliative care); provided by any type of provider; for any type of disease, illness or health condition; in any type of setting (outpatient, inpatient, at home).",Global Health Observatory. Geneva: World Health Organization; 2023. (https://www.who.int/data/gho/data/themes/topics/financial-protection),Health: Universal Health Coverage,,Annual,Weighted average,"Out-of-pocket payments are those made by people at the time of getting any type of service (preventive, curative, rehabilitative, palliative or long-term care) provided by any type of provider. They include cost-sharing (the part not covered by a third party like an insurer) and informal payments, but they exclude insurance premiums. Out-of-pocket payments exclude any reimbursement by a third party, such as the government, a health insurance fund or a private insurance company. Out-of-pocket payments are defined as catastrophic at the 10% (25%) threshold when they represent 10% (25%) or more of household total consumption or income. They are defined as impoverishing if they push household consumption or income below the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines or the relative poverty line of 60% of median consumption, or if they are incurred by households already living under the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines or the relative poverty line of 60% of median consumption.","Financial protection in health is one of two dimensions of Universal Health Coverage (UHC) which is defined as all people being able to access the health services they need without facing financial hardship. As Sustainable Development Goal (SDG) indicator 3.8.2, financial protection forms part of SDG Target 3.8 (UHC) and directly relates to SDG 3 (Ensure healthy lives and promote well-being for all at all ages) and SDG 1 (End poverty in all its forms everywhere). As a component of UHC, it is key to improving the well-being of a country’s population, an investment in human capital and a foundational driver of inclusive and sustainable economic growth and development.",,This indicator is related to Sustainable Development Goal 3.8.2 [https://unstats.un.org/sdgs/metadata/].,"1. For the aggregated data, World Bank’s historical income classification that was based on data from each respective year was used.  For example, the FY2002 income classification based on the 2000 GNI per capita was used for the 2000 aggregates, the FY2007 income classification based on the 2005 GNI per capita was used for the 2005 aggregates, and so on.

2. For details of the definition for out-of-pocket health spending, please see the following publication:   World Health Organization and World Bank. 2021. Global Monitoring Report on Financial Protection in Health 2021.",,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.UHC.FBP2.ZS,CC BY-4.0,Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),"Further impoverishing health spending, 3.65$ (%)","This indicator shows the fraction of a country’s population living in households whose non-health expenditures are already below the $3.65 poverty line and who as a result are pushed further into poverty by their out-of-pocket health spending. Out-of-pocket health expenditure is defined as any spending incurred by a household when any member uses a health good or service to receive any type of care (preventive, curative, rehabilitative, long-term or palliative care); provided by any type of provider; for any type of disease, illness or health condition; in any type of setting (outpatient, inpatient, at home).",Global Health Observatory. Geneva: World Health Organization; 2023. (https://www.who.int/data/gho/data/themes/topics/financial-protection),Health: Universal Health Coverage,,Annual,Weighted average,"Out-of-pocket payments are those made by people at the time of getting any type of service (preventive, curative, rehabilitative, palliative or long-term care) provided by any type of provider. They include cost-sharing (the part not covered by a third party like an insurer) and informal payments, but they exclude insurance premiums. Out-of-pocket payments exclude any reimbursement by a third party, such as the government, a health insurance fund or a private insurance company. Out-of-pocket payments are defined as catastrophic at the 10% (25%) threshold when they represent 10% (25%) or more of household total consumption or income. They are defined as impoverishing if they push household consumption or income below the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines or the relative poverty line of 60% of median consumption, or if they are incurred by households already living under the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines or the relative poverty line of 60% of median consumption.","Financial protection in health is one of two dimensions of Universal Health Coverage (UHC) which is defined as all people being able to access the health services they need without facing financial hardship. As Sustainable Development Goal (SDG) indicator 3.8.2, financial protection forms part of SDG Target 3.8 (UHC) and directly relates to SDG 3 (Ensure healthy lives and promote well-being for all at all ages) and SDG 1 (End poverty in all its forms everywhere). As a component of UHC, it is key to improving the well-being of a country’s population, an investment in human capital and a foundational driver of inclusive and sustainable economic growth and development.",,This indicator is related to Sustainable Development Goal 3.8.2 [https://unstats.un.org/sdgs/metadata/].,"1. The “Pushed further below the poverty line by out-of-pocket health payments” indicators were newly introduced in the 2021 edition of the Global Monitoring Report on Financial Protection in Health (GMR). They represent the number and population shares of people who live in households which have both (a) total consumption (including out-of-pocket health payments) beneath the poverty line and (b) any out-of-pocket payments. Because the households are already poor, any out-of-pocket payments are considered financial hardship. The new indicators replace the “Change in poverty-gap due to out-of-pocket health payments”-indicators used to measure the poverty deepening effect of out-of-pocket payments in previous GMR editions (e.g., SH.UHC.NOP1.ZG and SH.UHC.NOP1.CG). For the measurement of overall medical impoverishment, the new indicators are complementary to the “Pushed below the poverty line by out-of-pocket health payments” indicators reported in all GMRs (e.g., SH.UHC.NOP1.TO and SH.UHC.NOP1.ZS), which represent the number and population share of people who live in households which lie above the poverty line when out-of-pocket health payments are included in consumption, but fall below the poverty line when out-of-pocket health payments are subtracted from consumption. 

2. For the aggregated data, World Bank’s historical income classification that was based on data from each respective year was used.  For example, the FY2002 income classification based on the 2000 GNI per capita was used for the 2000 aggregates, the FY2007 income classification based on the 2005 GNI per capita was used for the 2005 aggregates, and so on.

3. For details of the definition for out-of-pocket health spending, please see the following publication:   World Health Organization and World Bank. 2021. Global Monitoring Report on Financial Protection in Health 2021.",,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.UHC.OOPC.10.ZS,CC BY-4.0,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),"Catastrophic Health Expenditure, 10% of total expenditure/income (%)","Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure. Out-of-pocket health expenditure is defined as any spending incurred by a household when any member uses a health good or service to receive any type of care (preventive, curative, rehabilitative, long-term or palliative care); provided by any type of provider; for any type of disease, illness or health condition; in any type of setting (outpatient, inpatient, at home).",Global Health Observatory. Geneva: World Health Organization; 2023. (https://www.who.int/data/gho/data/themes/topics/financial-protection),Health: Universal Health Coverage,,Annual,Weighted average,"Out-of-pocket payments are those made by people at the time of getting any type of service (preventive, curative, rehabilitative, palliative or long-term care) provided by any type of provider. They include cost-sharing (the part not covered by a third party like an insurer) and informal payments, but they exclude insurance premiums. Out-of-pocket payments exclude any reimbursement by a third party, such as the government, a health insurance fund or a private insurance company. Out-of-pocket payments are defined as catastrophic at the 10% (25%) threshold when they represent 10% (25%) or more of household total consumption or income. They are defined as impoverishing if they push household consumption or income below the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines or the relative poverty line of 60% of median consumption, or if they are incurred by households already living under the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines or the relative poverty line of 60% of median consumption.","Financial protection in health is one of two dimensions of Universal Health Coverage (UHC) which is defined as all people being able to access the health services they need without facing financial hardship. As Sustainable Development Goal (SDG) indicator 3.8.2, financial protection forms part of SDG Target 3.8 (UHC) and directly relates to SDG 3 (Ensure healthy lives and promote well-being for all at all ages) and SDG 1 (End poverty in all its forms everywhere). As a component of UHC, it is key to improving the well-being of a country’s population, an investment in human capital and a foundational driver of inclusive and sustainable economic growth and development.",,This is the Sustainable Development Goal indicator 3.8.2[https://unstats.un.org/sdgs/metadata/].,"1. For the aggregated data, World Bank’s historical income classification that was based on data from each respective year was used.  For example, the FY2002 income classification based on the 2000 GNI per capita was used for the 2000 aggregates, the FY2007 income classification based on the 2005 GNI per capita was used for the 2005 aggregates, and so on.

2. For details of the definition for out-of-pocket health spending, please see the following publication:   World Health Organization and World Bank. 2021. Global Monitoring Report on Financial Protection in Health 2021.",,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.UHC.FBP1.ZS,CC BY-4.0,Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),"Further impoverishing health spending, 2.15$ (%)","This indicator shows the fraction of a country’s population living in households whose non-health expenditures are already below the $2.15 poverty line and who as a result are pushed further into poverty by their out-of-pocket health spending. Out-of-pocket health expenditure is defined as any spending incurred by a household when any member uses a health good or service to receive any type of care (preventive, curative, rehabilitative, long-term or palliative care); provided by any type of provider; for any type of disease, illness or health condition; in any type of setting (outpatient, inpatient, at home).",Global Health Observatory. Geneva: World Health Organization; 2023. (https://www.who.int/data/gho/data/themes/topics/financial-protection),Health: Universal Health Coverage,,Annual,Weighted average,"Out-of-pocket payments are those made by people at the time of getting any type of service (preventive, curative, rehabilitative, palliative or long-term care) provided by any type of provider. They include cost-sharing (the part not covered by a third party like an insurer) and informal payments, but they exclude insurance premiums. Out-of-pocket payments exclude any reimbursement by a third party, such as the government, a health insurance fund or a private insurance company. Out-of-pocket payments are defined as catastrophic at the 10% (25%) threshold when they represent 10% (25%) or more of household total consumption or income. They are defined as impoverishing if they push household consumption or income below the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines or the relative poverty line of 60% of median consumption, or if they are incurred by households already living under the $2.15 or $3.65 ($ 2017 PPP) per day poverty lines or the relative poverty line of 60% of median consumption.","Financial protection in health is one of two dimensions of Universal Health Coverage (UHC) which is defined as all people being able to access the health services they need without facing financial hardship. As Sustainable Development Goal (SDG) indicator 3.8.2, financial protection forms part of SDG Target 3.8 (UHC) and directly relates to SDG 3 (Ensure healthy lives and promote well-being for all at all ages) and SDG 1 (End poverty in all its forms everywhere). As a component of UHC, it is key to improving the well-being of a country’s population, an investment in human capital and a foundational driver of inclusive and sustainable economic growth and development.",,This indicator is related to Sustainable Development Goal 3.8.2 [https://unstats.un.org/sdgs/metadata/].,"1. The “Pushed further below the poverty line by out-of-pocket health payments” indicators were newly introduced in the 2021 edition of the Global Monitoring Report on Financial Protection in Health (GMR). They represent the number and population shares of people who live in households which have both (a) total consumption (including out-of-pocket health payments) beneath the poverty line and (b) any out-of-pocket payments. Because the households are already poor, any out-of-pocket payments are considered financial hardship. The new indicators replace the “Change in poverty-gap due to out-of-pocket health payments”-indicators used to measure the poverty deepening effect of out-of-pocket payments in previous GMR editions (e.g., SH.UHC.NOP1.ZG and SH.UHC.NOP1.CG). For the measurement of overall medical impoverishment, the new indicators are complementary to the “Pushed below the poverty line by out-of-pocket health payments” indicators reported in all GMRs (e.g., SH.UHC.NOP1.TO and SH.UHC.NOP1.ZS), which represent the number and population share of people who live in households which lie above the poverty line when out-of-pocket health payments are included in consumption, but fall below the poverty line when out-of-pocket health payments are subtracted from consumption. 

2. For the aggregated data, World Bank’s historical income classification that was based on data from each respective year was used.  For example, the FY2002 income classification based on the 2000 GNI per capita was used for the 2000 aggregates, the FY2007 income classification based on the 2005 GNI per capita was used for the 2005 aggregates, and so on.

3. For details of the definition for out-of-pocket health spending, please see the following publication:   World Health Organization and World Bank. 2021. Global Monitoring Report on Financial Protection in Health 2021.",,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.SGR.CRSK.ZS,CC BY-4.0,Risk of catastrophic expenditure for surgical care (% of people at risk),,The proportion of population at risk of catastrophic expenditure when surgical care is required. Catastrophic expenditure is defined as direct out of pocket payments for surgical and anaesthesia care exceeding 10% of total income.,The Program in Global Surgery and Social Change (PGSSC) at Harvard Medical School (https://www.pgssc.org/),Health: Risk factors,,Annual,Weighted average,,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
